airline,flight_no,from_iata,from_city,to_iata,to_city
MU,MU1758,URC,乌鲁木齐,KRL,库尔勒
MU,MU1758,URC,乌鲁木齐,LHW,兰州
MU,MU1758,URC,乌鲁木齐,PVG,上海
MU,MU1758,URC,乌鲁木齐,SHA,上海
MU,MU1758,URC,乌鲁木齐,XIY,西安
MU,MU1758,UYN,榆林,XIY,西安
MU,MU1758,WNZ,温州,CAN,广州
MU,MU1758,WNZ,温州,CKG,重庆
MU,MU1758,WNZ,温州,KMG,昆明
MU,MU1758,WNZ,温州,PEK,北京
MU,MU1758,WNZ,温州,PVG,上海
MU,MU1758,WNZ,温州,SHA,上海
MU,MU1758,WNZ,温州,TAO,青岛
MU,MU1758,WNZ,温州,WUH,武汉
MU,MU1758,WNZ,温州,XIY,西安
MU,MU1758,WUA,乌海,HET,呼和浩特
MU,MU1758,WUH,武汉,AQG,安庆
MU,MU1758,WUH,武汉,CAN,广州
MU,MU1758,WUH,武汉,CIH,长治
MU,MU1758,WUH,武汉,CTU,成都
MU,MU1758,WUH,武汉,ENH,恩施
MU,MU1758,WUH,武汉,HGH,杭州
MU,MU1758,WUH,武汉,KHN,南昌
MU,MU1758,WUH,武汉,KMG,昆明
MU,MU1758,WUH,武汉,LHW,兰州
MU,MU1758,WUH,武汉,LYG,连云港
MU,MU1758,WUH,武汉,LZH,柳州
MU,MU1758,WUH,武汉,NGB,宁波
MU,MU1758,WUH,武汉,NNG,南宁
MU,MU1758,WUH,武汉,PEK,北京
MU,MU1758,WUH,武汉,PVG,上海
MU,MU1758,WUH,武汉,SHA,上海
MU,MU1758,WUH,武汉,SYX,三亚
MU,MU1758,WUH,武汉,SZX,深圳
MU,MU1758,WUH,武汉,TAO,青岛
MU,MU1758,WUH,武汉,TSN,天津
MU,MU1758,WUH,武汉,TYN,太原
MU,MU1758,WUH,武汉,WNZ,温州
MU,MU1758,WUH,武汉,XFN,襄阳
MU,MU1758,WUH,武汉,XIY,西安
MU,MU1758,WUH,武汉,XMN,厦门
MU,MU1758,WUH,武汉,YCU,运城
MU,MU1758,WUH,武汉,ZYI,遵义
MU,MU1758,WUS,武夷山,SHA,上海
MU,MU1758,WUX,无锡,CAN,广州
MU,MU1758,WUX,无锡,CKG,重庆
MU,MU1758,WUX,无锡,CSX,长沙
MU,MU1758,WUX,无锡,CTU,成都
MU,MU1758,WUX,无锡,PEK,北京
MU,MU1758,WUX,无锡,SZX,深圳
MU,MU1758,WUX,无锡,TAO,青岛
MU,MU1758,WUX,无锡,XIY,西安
MU,MU1758,WUX,无锡,XMN,厦门
MU,MU1758,WXN,万州,PVG,上海
MU,MU1758,XFN,襄阳,WUH,武汉
MU,MU1758,XIC,西昌,KMG,昆明
MU,MU1758,XIL,锡林浩特,HET,呼和浩特
MU,MU1758,XIY,西安,CAN,广州
MU,MU1758,XIY,西安,CGQ,长春
MU,MU1758,XIY,西安,CKG,重庆
MU,MU1758,XIY,西安,CSX,长沙
MU,MU1758,XIY,西安,CTU,成都
MU,MU1758,XIY,西安,CZX,常州
MU,MU1758,XIY,西安,DLC,大连
MU,MU1758,XIY,西安,DNH,敦煌
MU,MU1758,XIY,西安,DSN,鄂尔多斯
MU,MU1758,XIY,西安,DYG,张家界
MU,MU1758,XIY,西安,ENY,延安
MU,MU1758,XIY,西安,FOC,福州
MU,MU1758,XIY,西安,GOQ,格尔木
MU,MU1758,XIY,西安,HET,呼和浩特
MU,MU1758,XIY,西安,HFE,合肥
MU,MU1758,XIY,西安,HGH,杭州
MU,MU1758,XIY,西安,HRB,哈尔滨
MU,MU1758,XIY,西安,JGN,嘉峪关
MU,MU1758,XIY,西安,JGS,吉安
MU,MU1758,XIY,西安,JZH,九寨沟
MU,MU1758,XIY,西安,KHG,喀什
MU,MU1758,XIY,西安,KHN,南昌
MU,MU1758,XIY,西安,KMG,昆明
MU,MU1758,XIY,西安,KWE,贵阳
MU,MU1758,XIY,西安,KWL,桂林
MU,MU1758,XIY,西安,LHW,兰州
MU,MU1758,XIY,西安,LJG,丽江
MU,MU1758,XIY,西安,LXA,拉萨
MU,MU1758,XIY,西安,NGB,宁波
MU,MU1758,XIY,西安,NKG,南京
MU,MU1758,XIY,西安,NNG,南宁
MU,MU1758,XIY,西安,PEK,北京
MU,MU1758,XIY,西安,PVG,上海
MU,MU1758,XIY,西安,SHA,上海
MU,MU1758,XIY,西安,SHE,沈阳
MU,MU1758,XIY,西安,SJW,石家庄
MU,MU1758,XIY,西安,SZX,深圳
MU,MU1758,XIY,西安,TAO,青岛
MU,MU1758,XIY,西安,TNA,济南
MU,MU1758,XIY,西安,TYN,太原
MU,MU1758,XIY,西安,URC,乌鲁木齐
MU,MU1758,XIY,西安,UYN,榆林
MU,MU1758,XIY,西安,WNZ,温州
MU,MU1758,XIY,西安,WUH,武汉
MU,MU1758,XIY,西安,WUX,无锡
MU,MU1758,XIY,西安,XMN,厦门
MU,MU1758,XIY,西安,XNN,西宁
MU,MU1758,XIY,西安,YNZ,盐城
MU,MU1758,XIY,西安,YZY,张掖
MU,MU1758,XMN,厦门,CAN,广州
MU,MU1758,XMN,厦门,CZX,常州
MU,MU1758,XMN,厦门,HFE,合肥
MU,MU1758,XMN,厦门,HGH,杭州
MU,MU1758,XMN,厦门,KMG,昆明
MU,MU1758,XMN,厦门,NGB,宁波
MU,MU1758,XMN,厦门,NKG,南京
MU,MU1758,XMN,厦门,PVG,上海
MU,MU1758,XMN,厦门,SHA,上海
MU,MU1758,XMN,厦门,WUH,武汉
MU,MU1758,XMN,厦门,WUX,无锡
MU,MU1758,XMN,厦门,XIY,西安
MU,MU1758,XNN,西宁,CGO,郑州
MU,MU1758,XNN,西宁,CKG,重庆
MU,MU1758,XNN,西宁,CTU,成都
MU,MU1758,XNN,西宁,GOQ,格尔木
MU,MU1758,XNN,西宁,PEK,北京
MU,MU1758,XNN,西宁,PVG,上海
MU,MU1758,XNN,西宁,XIY,西安
MU,MU1758,XNN,西宁,YUS,玉树
MU,MU1758,XUZ,徐州,SHA,上海
MU,MU1758,YBP,宜宾,KMG,昆明
MU,MU1758,YBP,宜宾,PVG,上海
MU,MU1758,YCU,运城,NKG,南京
MU,MU1758,YCU,运城,PVG,上海
MU,MU1758,YCU,运城,TYN,太原
MU,MU1758,YCU,运城,WUH,武汉
MU,MU1758,YIH,宜昌,SHA,上海
MU,MU1758,YNJ,延吉,PVG,上海
MU,MU1758,YNJ,延吉,TAO,青岛
MU,MU1758,YNT,烟台,HRB,哈尔滨
MU,MU1758,YNT,烟台,PEK,北京
MU,MU1758,YNT,烟台,PVG,上海
MU,MU1758,YNT,烟台,SHA,上海
MU,MU1758,YNZ,盐城,CSX,长沙
MU,MU1758,YNZ,盐城,SHA,上海
MU,MU1758,YNZ,盐城,XIY,西安
MU,MU1758,YUS,玉树,XNN,西宁
MU,MU1758,YZY,张掖,XIY,西安
MU,MU1758,ZAT,昭通,CKG,重庆
MU,MU1758,ZAT,昭通,KMG,昆明
MU,MU1758,ZHA,湛江,PVG,上海
MU,MU1758,ZQZ,张家口,SJW,石家庄
MU,MU1758,ZUH,珠海,PVG,上海
MU,MU1758,ZUH,珠海,SHA,上海
MU,MU1758,ZYI,遵义,NKG,南京
MU,MU1758,ZYI,遵义,WUH,武汉
NH,NH324,CKG,重庆,PVG,上海
NH,NH324,CTU,成都,PEK,北京
NH,NH324,CTU,成都,PVG,上海
NH,NH324,DLC,大连,PEK,北京
NH,NH324,DLC,大连,TSN,天津
NH,NH324,FOC,福州,SZX,深圳
NH,NH324,PEK,北京,CTU,成都
NH,NH324,PEK,北京,DLC,大连
NH,NH324,PEK,北京,PVG,上海
NH,NH324,PVG,上海,CKG,重庆
NH,NH324,PVG,上海,CTU,成都
NH,NH324,PVG,上海,PEK,北京
NH,NH324,PVG,上海,SZX,深圳
NH,NH324,SZX,深圳,FOC,福州
NH,NH324,SZX,深圳,HGH,杭州
NH,NH324,SZX,深圳,PVG,上海
NH,NH324,TSN,天津,DLC,大连
NS,NS16136,CAN,广州,SJW,石家庄
NS,NS16136,CGO,郑州,TSN,天津
NS,NS16136,CGO,郑州,WNZ,温州
NS,NS16136,CKG,重庆,NNG,南宁
NS,NS16136,CKG,重庆,SJW,石家庄
NS,NS16136,CKG,重庆,WNZ,温州
NS,NS16136,CSX,长沙,KWE,贵阳
NS,NS16136,CSX,长沙,WNZ,温州
NS,NS16136,CTU,成都,SJW,石家庄
NS,NS16136,FOC,福州,NKG,南京
NS,NS16136,HAK,海口,NNG,南宁
NS,NS16136,HAK,海口,WNZ,温州
NS,NS16136,HGH,杭州,SJW,石家庄
NS,NS16136,HGH,杭州,SYX,三亚
NS,NS16136,JJN,泉州,NKG,南京
NS,NS16136,KMG,昆明,SJW,石家庄
NS,NS16136,KWE,贵阳,CSX,长沙
NS,NS16136,KWL,桂林,XIY,西安
NS,NS16136,MIG,绵阳,XIY,西安
NS,NS16136,NGB,宁波,SJW,石家庄
NS,NS16136,NGB,宁波,ZUH,珠海
NS,NS16136,NKG,南京,FOC,福州
NS,NS16136,NKG,南京,JJN,泉州
NS,NS16136,NKG,南京,SJW,石家庄
NS,NS16136,NKG,南京,XMN,厦门
NS,NS16136,NNG,南宁,CKG,重庆
NS,NS16136,NNG,南宁,HAK,海口
NS,NS16136,SHA,上海,SJW,石家庄
NS,NS16136,SJW,石家庄,CAN,广州
NS,NS16136,SJW,石家庄,CKG,重庆
NS,NS16136,SJW,石家庄,CTU,成都
NS,NS16136,SJW,石家庄,HGH,杭州
NS,NS16136,SJW,石家庄,KMG,昆明
NS,NS16136,SJW,石家庄,NGB,宁波
NS,NS16136,SJW,石家庄,NKG,南京
NS,NS16136,SJW,石家庄,SHA,上海
NS,NS16136,SJW,石家庄,SZX,深圳
NS,NS16136,SJW,石家庄,WNZ,温州
NS,NS16136,SJW,石家庄,XIY,西安
NS,NS16136,SJW,石家庄,ZQZ,张家口
NS,NS16136,SYX,三亚,HGH,杭州
NS,NS16136,SZX,深圳,SJW,石家庄
NS,NS16136,TSN,天津,CGO,郑州
NS,NS16136,WNZ,温州,CGO,郑州
NS,NS16136,WNZ,温州,CKG,重庆
NS,NS16136,WNZ,温州,CSX,长沙
NS,NS16136,WNZ,温州,HAK,海口
NS,NS16136,WNZ,温州,SJW,石家庄
NS,NS16136,WNZ,温州,WUH,武汉
NS,NS16136,WNZ,温州,XIY,西安
NS,NS16136,WUH,武汉,WNZ,温州
NS,NS16136,XIY,西安,KWL,桂林
NS,NS16136,XIY,西安,MIG,绵阳
NS,NS16136,XIY,西安,SJW,石家庄
NS,NS16136,XIY,西安,WNZ,温州
NS,NS16136,XMN,厦门,NKG,南京
NS,NS16136,ZQZ,张家口,SJW,石家庄
NS,NS16136,ZUH,珠海,NGB,宁波
NZ,NZ345,PEK,北京,PVG,上海
NZ,NZ345,PVG,上海,PEK,北京
OZ,OZ28,CTU,成都,HFE,合肥
OZ,OZ28,TAO,青岛,CTU,成都
PN,PN12978,CAN,广州,CKG,重庆
PN,PN12978,CGO,郑州,CKG,重庆
PN,PN12978,CGO,郑州,DLC,大连
PN,PN12978,CGO,郑州,FOC,福州
PN,PN12978,CGO,郑州,HRB,哈尔滨
PN,PN12978,CGO,郑州,JJN,泉州
PN,PN12978,CGO,郑州,KWE,贵阳
PN,PN12978,CGO,郑州,KWL,桂林
PN,PN12978,CGO,郑州,SYX,三亚
PN,PN12978,CGO,郑州,TAO,青岛
PN,PN12978,CGO,郑州,URC,乌鲁木齐
PN,PN12978,CGO,郑州,ZUH,珠海
PN,PN12978,CKG,重庆,CAN,广州
PN,PN12978,CKG,重庆,CGO,郑州
PN,PN12978,CKG,重庆,CSX,长沙
PN,PN12978,CKG,重庆,FOC,福州
PN,PN12978,CKG,重庆,HAK,海口
PN,PN12978,CKG,重庆,HET,呼和浩特
PN,PN12978,CKG,重庆,HFE,合肥
PN,PN12978,CKG,重庆,JZH,九寨沟
PN,PN12978,CKG,重庆,KHN,南昌
PN,PN12978,CKG,重庆,KMG,昆明
PN,PN12978,CKG,重庆,KRL,库尔勒
PN,PN12978,CKG,重庆,KWL,桂林
PN,PN12978,CKG,重庆,LHW,兰州
PN,PN12978,CKG,重庆,LJG,丽江
PN,PN12978,CKG,重庆,LXA,拉萨
PN,PN12978,CKG,重庆,NGB,宁波
PN,PN12978,CKG,重庆,NKG,南京
PN,PN12978,CKG,重庆,SYX,三亚
PN,PN12978,CKG,重庆,SZX,深圳
PN,PN12978,CKG,重庆,TAO,青岛
PN,PN12978,CKG,重庆,TNA,济南
PN,PN12978,CKG,重庆,TSN,天津
PN,PN12978,CKG,重庆,TYN,太原
PN,PN12978,CKG,重庆,URC,乌鲁木齐
PN,PN12978,CKG,重庆,WUH,武汉
PN,PN12978,CKG,重庆,XIY,西安
PN,PN12978,CKG,重庆,XMN,厦门
PN,PN12978,CKG,重庆,ZUH,珠海
PN,PN12978,CSX,长沙,CKG,重庆
PN,PN12978,CSX,长沙,NGB,宁波
PN,PN12978,CSX,长沙,XMN,厦门
PN,PN12978,DLC,大连,CGO,郑州
PN,PN12978,FOC,福州,CGO,郑州
PN,PN12978,FOC,福州,CKG,重庆
PN,PN12978,FOC,福州,WUH,武汉
PN,PN12978,HAK,海口,CKG,重庆
PN,PN12978,HET,呼和浩特,CKG,重庆
PN,PN12978,HET,呼和浩特,HRB,哈尔滨
PN,PN12978,HFE,合肥,CKG,重庆
PN,PN12978,HFE,合肥,SHE,沈阳
PN,PN12978,HRB,哈尔滨,CGO,郑州
PN,PN12978,HRB,哈尔滨,HET,呼和浩特
PN,PN12978,JHG,景洪,KMG,昆明
PN,PN12978,JJN,泉州,CGO,郑州
PN,PN12978,JZH,九寨沟,CKG,重庆
PN,PN12978,KHN,南昌,CKG,重庆
PN,PN12978,KMG,昆明,CKG,重庆
PN,PN12978,KMG,昆明,JHG,景洪
PN,PN12978,KRL,库尔勒,CKG,重庆
PN,PN12978,KWE,贵阳,CGO,郑州
PN,PN12978,KWL,桂林,CGO,郑州
PN,PN12978,KWL,桂林,CKG,重庆
PN,PN12978,LHW,兰州,CKG,重庆
PN,PN12978,LHW,兰州,URC,乌鲁木齐
PN,PN12978,LJG,丽江,CKG,重庆
PN,PN12978,LXA,拉萨,CKG,重庆
PN,PN12978,NGB,宁波,CKG,重庆
PN,PN12978,NGB,宁波,CSX,长沙
PN,PN12978,NKG,南京,CKG,重庆
PN,PN12978,SHE,沈阳,HFE,合肥
PN,PN12978,SYX,三亚,CGO,郑州
PN,PN12978,SYX,三亚,CKG,重庆
PN,PN12978,SZX,深圳,CKG,重庆
PN,PN12978,TAO,青岛,CGO,郑州
PN,PN12978,TAO,青岛,CKG,重庆
PN,PN12978,TNA,济南,CKG,重庆
PN,PN12978,TSN,天津,CKG,重庆
PN,PN12978,TYN,太原,CKG,重庆
PN,PN12978,URC,乌鲁木齐,CGO,郑州
PN,PN12978,URC,乌鲁木齐,CKG,重庆
PN,PN12978,URC,乌鲁木齐,LHW,兰州
PN,PN12978,WUH,武汉,CKG,重庆
PN,PN12978,WUH,武汉,FOC,福州
PN,PN12978,XIY,西安,CKG,重庆
PN,PN12978,XMN,厦门,CKG,重庆
PN,PN12978,XMN,厦门,CSX,长沙
PN,PN12978,ZUH,珠海,CGO,郑州
PN,PN12978,ZUH,珠海,CKG,重庆
QF,QF4089,NKG,南京,PEK,北京
QF,QF4089,PEK,北京,NKG,南京
SC,SC4599,BAV,包头,TSN,天津
SC,SC4599,BAV,包头,TYN,太原
SC,SC4599,CAN,广州,TAO,青岛
SC,SC4599,CAN,广州,TNA,济南
SC,SC4599,CAN,广州,WUS,武夷山
SC,SC4599,CAN,广州,YNT,烟台
SC,SC4599,CGO,郑州,CKG,重庆
SC,SC4599,CGO,郑州,KWE,贵阳
SC,SC4599,CGO,郑州,KWL,桂林
SC,SC4599,CGO,郑州,LHW,兰州
SC,SC4599,CGO,郑州,MIG,绵阳
SC,SC4599,CGO,郑州,TAO,青岛
SC,SC4599,CGO,郑州,TNA,济南
SC,SC4599,CGO,郑州,TSN,天津
SC,SC4599,CGO,郑州,XMN,厦门
SC,SC4599,CGQ,长春,TAO,青岛
SC,SC4599,CGQ,长春,TNA,济南
SC,SC4599,CGQ,长春,YNT,烟台
SC,SC4599,CKG,重庆,CGO,郑州
SC,SC4599,CKG,重庆,KMG,昆明
SC,SC4599,CKG,重庆,KWE,贵阳
SC,SC4599,CKG,重庆,KWL,桂林
SC,SC4599,CKG,重庆,PEK,北京
SC,SC4599,CKG,重庆,SJW,石家庄
SC,SC4599,CKG,重庆,TAO,青岛
SC,SC4599,CKG,重庆,TNA,济南
SC,SC4599,CKG,重庆,WUH,武汉
SC,SC4599,CKG,重庆,WUS,武夷山
SC,SC4599,CSX,长沙,HFE,合肥
SC,SC4599,CSX,长沙,TNA,济南
SC,SC4599,CSX,长沙,XMN,厦门
SC,SC4599,CTU,成都,JDZ,景德镇
SC,SC4599,CTU,成都,KWL,桂林
SC,SC4599,CTU,成都,TAO,青岛
SC,SC4599,CTU,成都,TNA,济南
SC,SC4599,DLC,大连,HFE,合肥
SC,SC4599,DLC,大连,TAO,青岛
SC,SC4599,DLC,大连,TNA,济南
SC,SC4599,DSN,鄂尔多斯,TYN,太原
SC,SC4599,FOC,福州,HAK,海口
SC,SC4599,FOC,福州,HFE,合肥
SC,SC4599,FOC,福州,KWL,桂林
SC,SC4599,FOC,福州,NKG,南京
SC,SC4599,FOC,福州,TNA,济南
SC,SC4599,HAK,海口,FOC,福州
SC,SC4599,HET,呼和浩特,TNA,济南
SC,SC4599,HET,呼和浩特,TSN,天津
SC,SC4599,HFE,合肥,CSX,长沙
SC,SC4599,HFE,合肥,DLC,大连
SC,SC4599,HFE,合肥,FOC,福州
SC,SC4599,HFE,合肥,KWE,贵阳
SC,SC4599,HFE,合肥,TAO,青岛
SC,SC4599,HFE,合肥,XMN,厦门
SC,SC4599,HFE,合肥,YNT,烟台
SC,SC4599,HGH,杭州,KWL,桂林
SC,SC4599,HGH,杭州,TAO,青岛
SC,SC4599,HGH,杭州,TNA,济南
SC,SC4599,HGH,杭州,XMN,厦门
SC,SC4599,HGH,杭州,YNT,烟台
SC,SC4599,HRB,哈尔滨,TAO,青岛
SC,SC4599,HRB,哈尔滨,TNA,济南
SC,SC4599,HRB,哈尔滨,YNT,烟台
SC,SC4599,JDZ,景德镇,CTU,成都
SC,SC4599,JDZ,景德镇,XMN,厦门
SC,SC4599,JIU,九江,PEK,北京
SC,SC4599,JIU,九江,XMN,厦门
SC,SC4599,JNZ,锦州,TAO,青岛
SC,SC4599,JUZ,衢州,XMN,厦门
SC,SC4599,KHG,喀什,URC,乌鲁木齐
SC,SC4599,KHN,南昌,KWE,贵阳
SC,SC4599,KHN,南昌,TAO,青岛
SC,SC4599,KHN,南昌,TNA,济南
SC,SC4599,KHN,南昌,ZUH,珠海
SC,SC4599,KMG,昆明,CKG,重庆
SC,SC4599,KMG,昆明,KWE,贵阳
SC,SC4599,KMG,昆明,NKG,南京
SC,SC4599,KMG,昆明,TNA,济南
SC,SC4599,KMG,昆明,WUH,武汉
SC,SC4599,KMG,昆明,XMN,厦门
SC,SC4599,KWE,贵阳,CGO,郑州
SC,SC4599,KWE,贵阳,CKG,重庆
SC,SC4599,KWE,贵阳,HFE,合肥
SC,SC4599,KWE,贵阳,KHN,南昌
SC,SC4599,KWE,贵阳,KMG,昆明
SC,SC4599,KWE,贵阳,TNA,济南
SC,SC4599,KWE,贵阳,WUH,武汉
SC,SC4599,KWE,贵阳,XIY,西安
SC,SC4599,KWE,贵阳,XMN,厦门
SC,SC4599,KWE,贵阳,ZUH,珠海
SC,SC4599,KWL,桂林,CGO,郑州
SC,SC4599,KWL,桂林,CKG,重庆
SC,SC4599,KWL,桂林,CTU,成都
SC,SC4599,KWL,桂林,FOC,福州
SC,SC4599,KWL,桂林,HGH,杭州
SC,SC4599,KWL,桂林,NGB,宁波
SC,SC4599,KWL,桂林,NKG,南京
SC,SC4599,KWL,桂林,XMN,厦门
SC,SC4599,LHW,兰州,CGO,郑州
SC,SC4599,LHW,兰州,TNA,济南
SC,SC4599,LHW,兰州,TYN,太原
SC,SC4599,LHW,兰州,URC,乌鲁木齐
SC,SC4599,LHW,兰州,XIY,西安
SC,SC4599,LHW,兰州,YCU,运城
SC,SC4599,MIG,绵阳,CGO,郑州
SC,SC4599,NGB,宁波,KWL,桂林
SC,SC4599,NGB,宁波,TAO,青岛
SC,SC4599,NKG,南京,FOC,福州
SC,SC4599,NKG,南京,KMG,昆明
SC,SC4599,NKG,南京,KWL,桂林
SC,SC4599,NKG,南京,TAO,青岛
SC,SC4599,NKG,南京,TYN,太原
SC,SC4599,NKG,南京,XMN,厦门
SC,SC4599,NKG,南京,YNT,烟台
SC,SC4599,NNG,南宁,WUH,武汉
SC,SC4599,NNG,南宁,XMN,厦门
SC,SC4599,NNG,南宁,ZUH,珠海
SC,SC4599,PEK,北京,CKG,重庆
SC,SC4599,PEK,北京,JIU,九江
SC,SC4599,PEK,北京,TAO,青岛
SC,SC4599,PEK,北京,TNA,济南
SC,SC4599,PEK,北京,YNT,烟台
SC,SC4599,PVG,上海,TAO,青岛
SC,SC4599,PVG,上海,YNT,烟台
SC,SC4599,SHA,上海,TAO,青岛
SC,SC4599,SHA,上海,TNA,济南
SC,SC4599,SHA,上海,YNT,烟台
SC,SC4599,SHE,沈阳,TAO,青岛
SC,SC4599,SHE,沈阳,TNA,济南
SC,SC4599,SJW,石家庄,CKG,重庆
SC,SC4599,SJW,石家庄,TAO,青岛
SC,SC4599,SJW,石家庄,YNT,烟台
SC,SC4599,SYX,三亚,XMN,厦门
SC,SC4599,SZX,深圳,TAO,青岛
SC,SC4599,SZX,深圳,TNA,济南
SC,SC4599,SZX,深圳,WNZ,温州
SC,SC4599,SZX,深圳,YNT,烟台
SC,SC4599,TAO,青岛,CAN,广州
SC,SC4599,TAO,青岛,CGO,郑州
SC,SC4599,TAO,青岛,CGQ,长春
SC,SC4599,TAO,青岛,CKG,重庆
SC,SC4599,TAO,青岛,CTU,成都
SC,SC4599,TAO,青岛,DLC,大连
SC,SC4599,TAO,青岛,HFE,合肥
SC,SC4599,TAO,青岛,HGH,杭州
SC,SC4599,TAO,青岛,HRB,哈尔滨
SC,SC4599,TAO,青岛,JNZ,锦州
SC,SC4599,TAO,青岛,KHN,南昌
SC,SC4599,TAO,青岛,NGB,宁波
SC,SC4599,TAO,青岛,NKG,南京
SC,SC4599,TAO,青岛,PEK,北京
SC,SC4599,TAO,青岛,PVG,上海
SC,SC4599,TAO,青岛,SHA,上海
SC,SC4599,TAO,青岛,SHE,沈阳
SC,SC4599,TAO,青岛,SJW,石家庄
SC,SC4599,TAO,青岛,SZX,深圳
SC,SC4599,TAO,青岛,TSN,天津
SC,SC4599,TAO,青岛,TYN,太原
SC,SC4599,TAO,青岛,WNZ,温州
SC,SC4599,TAO,青岛,WUH,武汉
SC,SC4599,TAO,青岛,WUS,武夷山
SC,SC4599,TAO,青岛,XIY,西安
SC,SC4599,TAO,青岛,XMN,厦门
SC,SC4599,TAO,青岛,YCU,运城
SC,SC4599,TAO,青岛,YNJ,延吉
SC,SC4599,TNA,济南,CAN,广州
SC,SC4599,TNA,济南,CGO,郑州
SC,SC4599,TNA,济南,CGQ,长春
SC,SC4599,TNA,济南,CKG,重庆
SC,SC4599,TNA,济南,CSX,长沙
SC,SC4599,TNA,济南,CTU,成都
SC,SC4599,TNA,济南,DLC,大连
SC,SC4599,TNA,济南,FOC,福州
SC,SC4599,TNA,济南,HET,呼和浩特
SC,SC4599,TNA,济南,HGH,杭州
SC,SC4599,TNA,济南,HRB,哈尔滨
SC,SC4599,TNA,济南,KHN,南昌
SC,SC4599,TNA,济南,KMG,昆明
SC,SC4599,TNA,济南,KWE,贵阳
SC,SC4599,TNA,济南,LHW,兰州
SC,SC4599,TNA,济南,PEK,北京
SC,SC4599,TNA,济南,SHA,上海
SC,SC4599,TNA,济南,SHE,沈阳
SC,SC4599,TNA,济南,SZX,深圳
SC,SC4599,TNA,济南,TYN,太原
SC,SC4599,TNA,济南,URC,乌鲁木齐
SC,SC4599,TNA,济南,WNZ,温州
SC,SC4599,TNA,济南,WUH,武汉
SC,SC4599,TNA,济南,WUS,武夷山
SC,SC4599,TNA,济南,XIY,西安
SC,SC4599,TNA,济南,XMN,厦门
SC,SC4599,TNA,济南,YNT,烟台
SC,SC4599,TSN,天津,BAV,包头
SC,SC4599,TSN,天津,CGO,郑州
SC,SC4599,TSN,天津,HET,呼和浩特
SC,SC4599,TSN,天津,TAO,青岛
SC,SC4599,TYN,太原,BAV,包头
SC,SC4599,TYN,太原,DSN,鄂尔多斯
SC,SC4599,TYN,太原,LHW,兰州
SC,SC4599,TYN,太原,NKG,南京
SC,SC4599,TYN,太原,TAO,青岛
SC,SC4599,TYN,太原,TNA,济南
SC,SC4599,TYN,太原,URC,乌鲁木齐
SC,SC4599,URC,乌鲁木齐,KHG,喀什
SC,SC4599,URC,乌鲁木齐,LHW,兰州
SC,SC4599,URC,乌鲁木齐,TNA,济南
SC,SC4599,URC,乌鲁木齐,TYN,太原
SC,SC4599,WNZ,温州,SZX,深圳
SC,SC4599,WNZ,温州,TAO,青岛
SC,SC4599,WNZ,温州,TNA,济南
SC,SC4599,WNZ,温州,ZUH,珠海
SC,SC4599,WUH,武汉,CKG,重庆
SC,SC4599,WUH,武汉,KMG,昆明
SC,SC4599,WUH,武汉,KWE,贵阳
SC,SC4599,WUH,武汉,NNG,南宁
SC,SC4599,WUH,武汉,TAO,青岛
SC,SC4599,WUH,武汉,TNA,济南
SC,SC4599,WUH,武汉,XMN,厦门
SC,SC4599,WUH,武汉,YNT,烟台
SC,SC4599,WUS,武夷山,CAN,广州
SC,SC4599,WUS,武夷山,CKG,重庆
SC,SC4599,WUS,武夷山,TAO,青岛
SC,SC4599,WUS,武夷山,TNA,济南
SC,SC4599,WUS,武夷山,XIY,西安
SC,SC4599,WUS,武夷山,XMN,厦门
SC,SC4599,XIY,西安,KWE,贵阳
SC,SC4599,XIY,西安,LHW,兰州
SC,SC4599,XIY,西安,TAO,青岛
SC,SC4599,XIY,西安,TNA,济南
SC,SC4599,XIY,西安,WUS,武夷山
SC,SC4599,XIY,西安,XMN,厦门
SC,SC4599,XIY,西安,XNN,西宁
SC,SC4599,XMN,厦门,CGO,郑州
SC,SC4599,XMN,厦门,CSX,长沙
SC,SC4599,XMN,厦门,HFE,合肥
SC,SC4599,XMN,厦门,HGH,杭州
SC,SC4599,XMN,厦门,JDZ,景德镇
SC,SC4599,XMN,厦门,JIU,九江
SC,SC4599,XMN,厦门,JUZ,衢州
SC,SC4599,XMN,厦门,KMG,昆明
SC,SC4599,XMN,厦门,KWE,贵阳
SC,SC4599,XMN,厦门,KWL,桂林
SC,SC4599,XMN,厦门,NKG,南京
SC,SC4599,XMN,厦门,NNG,南宁
SC,SC4599,XMN,厦门,SYX,三亚
SC,SC4599,XMN,厦门,TAO,青岛
SC,SC4599,XMN,厦门,TNA,济南
SC,SC4599,XMN,厦门,WUH,武汉
SC,SC4599,XMN,厦门,WUS,武夷山
SC,SC4599,XMN,厦门,XIY,西安
SC,SC4599,XMN,厦门,ZUH,珠海
SC,SC4599,XNN,西宁,XIY,西安
SC,SC4599,YCU,运城,LHW,兰州
SC,SC4599,YCU,运城,TAO,青岛
SC,SC4599,YNJ,延吉,TAO,青岛
SC,SC4599,YNT,烟台,CAN,广州
SC,SC4599,YNT,烟台,CGQ,长春
SC,SC4599,YNT,烟台,HFE,合肥
SC,SC4599,YNT,烟台,HGH,杭州
SC,SC4599,YNT,烟台,HRB,哈尔滨
SC,SC4599,YNT,烟台,NKG,南京
SC,SC4599,YNT,烟台,PEK,北京
